업소명,소재지,영업장면적,전화번호,업태명,데이터기준일자
국수나무노형점,제주특별자치도 제주시 1100로 3308,56.43,,기타,2021-02-23
국수먹고가게,제주특별자치도 제주시 흥운길 54,89.45,064-712-6700,기타,2021-02-23
국수한상,제주특별자치도 제주시 남광로 7,51.84,,기타,2021-02-23
국시촌,제주특별자치도 제주시 도남로 38-1,54.72,,기타,2021-02-23
군산아구찜,제주특별자치도 제주시 한림읍 한림해안로 8,75.76,064-796-0305,기타,2021-02-23
굴구이포차,제주특별자치도 제주시 우평로 345-6,29,,기타,2021-02-23
굽네치킨신촌점,제주특별자치도 제주시 조천읍 신북로 99,86.68,,기타,2021-02-23
굽써,제주특별자치도 제주시 테우해안로 138,110.61,,기타,2021-02-23
굿뷰,제주특별자치도 제주시 우도면 우도해안길 694,143.55,,기타,2021-02-23
귀더크,제주특별자치도 제주시 한림읍 한림해안로 662,57.67,,기타,2021-02-23
귤국수,제주특별자치도 제주시 조천읍 함덕18길 1,40,,기타,2021-02-23
귤당리,제주특별자치도 제주시 한경면 일주서로 4492,180.82,,기타,2021-02-23
그까페,제주특별자치도 제주시 관덕로4길 1-5,98,064-722-3406,기타,2021-02-23
그남자김가,제주특별자치도 제주시 우도면 우도해안길 940,26.4,,기타,2021-02-23
그남자이야기파트1,제주특별자치도 제주시 조천읍 함대로3길 24-9,185.4,,기타,2021-02-23
그녀의까페,제주특별자치도 제주시 한림읍 금악로1길 3,41.78,,기타,2021-02-23
그라벨호텔제주로비라운지,제주특별자치도 제주시 일주서로 7316,22.63,064-740-8041,기타,2021-02-23
그라빠,제주특별자치도 제주시 구좌읍 월정5길 18-1,85.44,,기타,2021-02-23
그라제,제주특별자치도 제주시 중앙로7길 25,9.84,,기타,2021-02-23
그랑블제주알앤지(주) 그늘집1,제주특별자치도 제주시 한림읍 화전길 82,171.8,064-730-7025,기타,2021-02-23
그랑블제주알앤지(주) 그늘집2,제주특별자치도 제주시 한림읍 화전길 82,205.7,064-730-7025,기타,2021-02-23
그랑블제주알앤지(주) 스타트하우스,제주특별자치도 제주시 한림읍 화전길 82,100.2,064-730-7025,기타,2021-02-23
그래잍,제주특별자치도 제주시 인다2길 45,74.72,,기타,2021-02-23
그랜드부민,제주특별자치도 제주시 연북로 378,139.29,064-744-4444,기타,2021-02-23
그랜마스,제주특별자치도 제주시 노형9길 6,82.5,,기타,2021-02-23
그레이베이스,제주특별자치도 제주시 서해안로 238,224.76,,기타,2021-02-23
그레이트제이,제주특별자치도 제주시 애월읍 애월북서길 54,404.18,,기타,2021-02-23
그레이플라워,제주특별자치도 제주시 구좌읍 월정1길 62,33.06,,기타,2021-02-23
그루브제주,제주특별자치도 제주시 한림읍 한림로 333,851.82,064-796-3336,기타,2021-02-23
그린사이공,제주특별자치도 제주시 한경면 두신로 38,124.85,,기타,2021-02-23
그린찡,제주특별자치도 제주시 한림읍 한림남1길 1,174.91,,기타,2021-02-23
그림책방앤카페노란우산,제주특별자치도 제주시 애월읍 하광로 515,104.25,,기타,2021-02-23
그시절그짬뽕,제주특별자치도 제주시 한림읍 한림북동길 7,43.24,,기타,2021-02-23
그집,제주특별자치도 제주시 광양13길 26,77.44,064-702-0425,기타,2021-02-23
근쌀남,제주특별자치도 제주시 한림읍 귀덕5길 33,28.29,,기타,2021-02-23
글램브로잉하우스,제주특별자치도 제주시 조천읍 함와로 566-29,31.53,,기타,2021-02-23
글로리,제주특별자치도 제주시 신형로 27,82,,기타,2021-02-23
금갈치식당,제주특별자치도 제주시 중앙로2길 23-1,89.1,,기타,2021-02-23
금강뼈해장국,제주특별자치도 제주시 진동로 61,80.78,,기타,2021-02-23
금능구내식당,제주특별자치도 제주시 한림읍 금능농공길 41,114.84,,기타,2021-02-23
금능길,제주특별자치도 제주시 한림읍 금능길 92,76.92,,기타,2021-02-23
금능반지하,제주특별자치도 제주시 한림읍 금능9길 30,37.35,,기타,2021-02-23
금능이모네,제주특별자치도 제주시 한림읍 금능길 55,76.3,,기타,2021-02-23
금능태왁,제주특별자치도 제주시 한림읍 금능1길 2-2,98.8,,기타,2021-02-23
금땡이양꼬치,제주특별자치도 제주시 원노형4길 17,138.93,064-713-6988,기타,2021-02-23
금성우동,제주특별자치도 제주시 애월읍 일주서로 5939,99.91,,기타,2021-02-23
금송당,제주특별자치도 제주시 구좌읍 중산간동로 2262,10.8,,기타,2021-02-23
금옥어멍네집,제주특별자치도 제주시 구좌읍 세평항로 22,62.25,064-782-8289,기타,2021-02-23
금커피별빙수,제주특별자치도 제주시 연동12길 5,64.88,,기타,2021-02-23
금호훼밀리호텔구내오형제손짜장,제주특별자치도 제주시 제원1길 9,403.08,,기타,2021-02-23
기고,제주특별자치도 제주시 신대로20길 46,48.73,,기타,2021-02-23
기꾸스시,제주특별자치도 제주시 중앙로 73,42.01,,기타,2021-02-23
길동무,제주특별자치도 제주시 한경면 중산간서로 3689,82.9,,기타,2021-02-23
김군빌리지,제주특별자치도 제주시 어영길 1-1,50.6,,기타,2021-02-23
김녕에사는김영훈,제주특별자치도 제주시 구좌읍 김녕로6길 2,37.6,,기타,2021-02-23
김녕오라이,제주특별자치도 제주시 구좌읍 김녕로21길 21,30,,기타,2021-02-23
김녕회관,제주특별자치도 제주시 구좌읍 김녕로 170,73.05,,기타,2021-02-23
김도희의갈치창고,제주특별자치도 제주시 애월읍 일주서로 7035,46,,기타,2021-02-23
김박사딜리버리,제주특별자치도 제주시 수덕9길 37,89.8,,기타,2021-02-23
김박사커피밀,제주특별자치도 제주시 연문2길 9,61.04,,기타,2021-02-23
김밥108번지,제주특별자치도 제주시 삼성로 108,56.04,,기타,2021-02-23
김밥맛집,제주특별자치도 제주시 문송1길 21 ,34.39,,기타,2021-02-23
김밥천국신제주점,제주특별자치도 제주시 제원1길 14,145.5,,기타,2021-02-23
김사장네명태조림,제주특별자치도 제주시 수덕11길 66,84.7,,기타,2021-02-23
김여사도시락,제주특별자치도 제주시 과원로 61,37.44,,기타,2021-02-23
김재훈고사리육개장,제주특별자치도 제주시 구남로2길 19,126.21,,기타,2021-02-23
김창중의황금광어,제주특별자치도 제주시 한림읍 금악로 22,63,,기타,2021-02-23
김희선밥집,제주특별자치도 제주시 조천읍 일주동로 776,83.77,,기타,2021-02-23
깃든,제주특별자치도 제주시 구좌읍 해맞이해안로 990-2,47.63,,기타,2021-02-23
깅이와바당,제주특별자치도 제주시 구좌읍 평대7길 34,97.98,,기타,2021-02-23
까브,제주특별자치도 제주시 1100로 3230,162.9,,기타,2021-02-23
까사데마마,제주특별자치도 제주시 애월읍 중용길 24,99.54,,기타,2021-02-23
까사델마마223,제주특별자치도 제주시 조천읍 신촌서5길 99-1,78.84,,기타,2021-02-23
까치노을,제주특별자치도 제주시 한림읍 귀덕11길 39,162,,기타,2021-02-23
까페뚜이,제주특별자치도 제주시 한림읍 협재1길 45,36.36,,기타,2021-02-23
깐니네집밥,제주특별자치도 제주시 전농로 54-1,36,,기타,2021-02-23
꼬꼬닭이네,제주특별자치도 제주시 조천읍 중산간동로 782,49.71,,기타,2021-02-23
꼬꼬아찌숯불치킨서사라점,제주특별자치도 제주시 서광로 226,115.5,,기타,2021-02-23
꼬꼬야삼계탕,제주특별자치도 제주시 남성로 146,67.86,,기타,2021-02-23
꼬지사께연동점,제주특별자치도 제주시 국기로4길 1,76,,기타,2021-02-23
꼬치에꼬치다,제주특별자치도 제주시 서광로32길 16,98.95,,기타,2021-02-23
꼴까닭호프소주,제주특별자치도 제주시 서광로5길 9,49.58,,기타,2021-02-23
꼴통고기,제주특별자치도 제주시 한경면 녹차분재로 571,234.3,,기타,2021-02-23
꽈리치킨,제주특별자치도 제주시 서광로27길 11,49.63,,기타,2021-02-23
꾸로부타,제주특별자치도 제주시 복지로북길 21,149.43,,기타,2021-02-23
꾸브라꼬숯불두마리치킨,제주특별자치도 제주시 동광로9길 8,36,,기타,2021-02-23
꾸브라꼬숯불두마리치킨삼화점,제주특별자치도 제주시 동화로1길 45-16,47.3,,기타,2021-02-23
꿀단지,제주특별자치도 제주시 한림읍 한림북동길 11,36.5,064-796-5300,기타,2021-02-23
꿈많은스머프카페,제주특별자치도 제주시 조천읍 번영로 1629,57.31,,기타,2021-02-23
꿈의바다,제주특별자치도 제주시 한림읍 한림로 361,137.96,064-796-7272,기타,2021-02-23
꿉자,제주특별자치도 제주시 조천읍 신북로 249,59.5,,기타,2021-02-23
나나크메르식당,제주특별자치도 제주시 서광로29길 8,69.3,,기타,2021-02-23
나는강정적인사람입니다신제주점(튀지1985),제주특별자치도 제주시 삼무로1길 10-8,93.26,,기타,2021-02-23
나들목1번가,제주특별자치도 제주시 신성로 4,136.2,,기타,2021-02-23
나만아는이벤트까페,제주특별자치도 제주시 조천읍 조함해안로 610-6,255.38,,기타,2021-02-23
나뭇잎사이로,제주특별자치도 제주시 신산로 39,97,064-727-0999,기타,2021-02-23
나비스호텔황금식당,제주특별자치도 제주시 애월읍 애월해안로 885,199.98,,기타,2021-02-23
나비인카페,제주특별자치도 제주시 애월읍 고성남동길 3,104.78,,기타,2021-02-23
나인브로스커피연동점,제주특별자치도 제주시 연동1길 36,53.58,,기타,2021-02-23
나홀로,제주특별자치도 제주시 서해안로 488,99.42,,기타,2021-02-23
낙원스낵,제주특별자치도 제주시 구좌읍 해맞이해안로 534,30,,기타,2021-02-23
낙지와새우,제주특별자치도 제주시 1100로 3349,139.06,,기타,2021-02-23
난타5000연동신광점,제주특별자치도 제주시 성신로 24,56.2,064-744-5092,기타,2021-02-23
난타5000피자조천점,제주특별자치도 제주시 조천읍 신북로 88,59.4,,기타,2021-02-23
남경,제주특별자치도 제주시 애월읍 화전길 201,111.34,064-793-0703,기타,2021-02-23
남경리하오,제주특별자치도 제주시 도남서길 14,71.15,,기타,2021-02-23
남궁누들앤카페,제주특별자치도 제주시 한림읍 한림중앙로 46,180,,기타,2021-02-23
남다른감자탕,제주특별자치도 제주시 구남동1길 2,302.37,064-757-2110,기타,2021-02-23
남매카페,제주특별자치도 제주시 애월읍 광령남7길 1,95.5,,기타,2021-02-23
남사우나스넥,제주특별자치도 제주시 중앙로 151 ,48.12,064-724-2001,기타,2021-02-23
남순이네국수,제주특별자치도 제주시 서해안로 540,33.22,064-745-2541,기타,2021-02-23
남코스그늘집,제주특별자치도 제주시 한림읍 한창로 925-122,56.95,,기타,2021-02-23
낭만노가리,제주특별자치도 제주시 신성로 15,114.89,,기타,2021-02-23
낭뿌리식당,제주특별자치도 제주시 수덕9길 82,93.4,,기타,2021-02-23
낭푼밥상,제주특별자치도 제주시 연동6길 28,244,064-799-0005,기타,2021-02-23
낯섦,제주특별자치도 제주시 애월읍 애월로 130,40,,기타,2021-02-23
내도알작지,제주특별자치도 제주시 내도7길 33,66.47,,기타,2021-02-23
냉동고,제주특별자치도 제주시 신대로14길 46,90,,기타,2021-02-23
너나들이민속주점,제주특별자치도 제주시 구남로 38,87,064-727-8572,기타,2021-02-23
너와의첫여행,제주특별자치도 제주시 애월읍 장소로 16,73.66,,기타,2021-02-23
네가지맛삼겹살사돈,제주특별자치도 제주시 서사로 103-1,97.23,064-723-4592,기타,2021-02-23
노가리앤비어구남점,제주특별자치도 제주시 구남동2길 39,97.98,064-712-7654,기타,2021-02-23
노가리앤비어아라점,제주특별자치도 제주시 아란9길 6-5,70.4,064-7127-654,기타,2021-02-23
노가리앤비어연동점2호점,제주특별자치도 제주시 도령로11길 26-4,82.5,,기타,2021-02-23
노가리앤비어제주광양점,제주특별자치도 제주시 동광로1길 26,83.85,,기타,2021-02-23
노가리앤비어하귀점,제주특별자치도 제주시 애월읍 하귀9길 56,99,,기타,2021-02-23
노가리앤비어함덕점,제주특별자치도 제주시 조천읍 신북로 540,133.55,,기타,2021-02-23
노다지회센터,제주특별자치도 제주시 수덕7길 40,133.96,064-712-8082,기타,2021-02-23
노랑통닭한림점,제주특별자치도 제주시 한림읍 한림중앙로 32,55.37,,기타,2021-02-23
노랑통닭함덕점,제주특별자치도 제주시 조천읍 함덕22길 3-20,117,,기타,2021-02-23
노래하는숲,제주특별자치도 제주시 애월읍 광령2길 17-22,59.32,064-747-2359,기타,2021-02-23
노모어블루스,제주특별자치도 제주시 남광로 15,97.76,,기타,2021-02-23
노블레스,제주특별자치도 제주시 일주동로 295,76,,기타,2021-02-23
노을안에풍차,제주특별자치도 제주시 한경면 한경해안로 360,119.34,,기타,2021-02-23
노을코지,제주특별자치도 제주시 서해안로 386,98.97,,기타,2021-02-23
노을코지2,제주특별자치도 제주시 서해안로 386,95.61,,기타,2021-02-23
노포갈비,제주특별자치도 제주시 신성로 82-2,174.75,,기타,2021-02-23
노형로다시오마,제주특별자치도 제주시 도령로 9 ,91.84,064-746-7164,기타,2021-02-23
노형바다장어,제주특별자치도 제주시 광평동로 12,70.74,,기타,2021-02-23
노형슈퍼,제주특별자치도 제주시 원노형8길 18,94.64,,기타,2021-02-23
노형집밥,제주특별자치도 제주시 다랑곶1길 9,93,,기타,2021-02-23
녹색식당원동점,제주특별자치도 제주시 애월읍 애원로 917,82.98,,기타,2021-02-23
놀놀,제주특별자치도 제주시 구좌읍 비자림로 2228,124,,기타,2021-02-23
놀당가주,제주특별자치도 제주시 중앙로24길 7,143.87,064-727-2345,기타,2021-02-23
놀러와당구카페,제주특별자치도 제주시 우정로15길 44,16.5,,기타,2021-02-23
놀멍놀멍,제주특별자치도 제주시 한경면 노을해안로 1164-1,66.8,,기타,2021-02-23
놀부부대찌개닭갈비,제주특별자치도 제주시 서사로 172,77,064-722-6686,기타,2021-02-23
놀부옛날통닭놀부김치찜신제주점,제주특별자치도 제주시 수덕11길 10,28.49,,기타,2021-02-23
놀부외도점,제주특별자치도 제주시 우정로11길 18,42.37,,기타,2021-02-23
놀부흥공삼삼화점,제주특별자치도 제주시 동화로1길 45-18,86.73,,기타,2021-02-23
놀빛바다,제주특별자치도 제주시 한경면 노을해안로 1142,80.6,,기타,2021-02-23
농공단지올레식당,제주특별자치도 제주시 구좌읍 행원로13길 63,140.4,,기타,2021-02-23
누산타라,제주특별자치도 제주시 한림읍 한림로 649-1,95.98,,기타,2021-02-23
누오보,제주특별자치도 제주시 애월읍 평화로 1529,198,,기타,2021-02-23
뉴봄봄김밥,제주특별자치도 제주시 건주로4길 10-4,40.6,,기타,2021-02-23
뉴욕뉴욕,제주특별자치도 제주시 1100로 3213-27,91.54,,기타,2021-02-23
뉴제주,제주특별자치도 제주시 월랑로4길 17,137.78,,기타,2021-02-23
느영나영혼듸모영용담점,제주특별자치도 제주시 용문로18길 16,98.75,,기타,2021-02-23
늘조은명품흑돼지,제주특별자치도 제주시 한림읍 금능남로 392,199.42,,기타,2021-02-23
늘좋은식당,제주특별자치도 제주시 동문로2길 10,48.41,,기타,2021-02-23
늘찬,제주특별자치도 제주시 원당로 1,99.17,,기타,2021-02-23
니나노제주,제주특별자치도 제주시 한림읍 수원7길 60-9,64.53,,기타,2021-02-23
니어리스트,제주특별자치도 제주시 광양13길 6,59,,기타,2021-02-23
다,제주특별자치도 제주시 우령2길 19-1,54.59,,기타,2021-02-23
다과상점,제주특별자치도 제주시 애월읍 유수암로 51,111.6,,기타,2021-02-23
다금바리스타,제주특별자치도 제주시 한경면 노을해안로 1166,78.75,,기타,2021-02-23
다노이,제주특별자치도 제주시 구좌읍 동복로 51,35.76,,기타,2021-02-23
다니쉬,제주특별자치도 제주시 조천읍 함덕16길 56,84.86,,기타,2021-02-23
다다익고정육식당제주사수본점,제주특별자치도 제주시 서해안로 317,280.94,,기타,2021-02-23
다락,제주특별자치도 제주시 조천읍 비자림로 658,40,,기타,2021-02-23
다모다들엉,제주특별자치도 제주시 우도면 우도해안길 768,110.7,,기타,2021-02-23
다복이네해장국,제주특별자치도 제주시 번영로 345,306,064-757-1534,기타,2021-02-23
다시오쿠다,제주특별자치도 제주시 수덕9길 81-8,96.5,,기타,2021-02-23
다온,제주특별자치도 제주시 도남로 40 ,65.12,064-702-2003,기타,2021-02-23
다온정,제주특별자치도 제주시 가령로4길 18,102.96,,기타,2021-02-23
다올정,제주특별자치도 제주시 동광로16길 34 ,53.46,064-727-5900,기타,2021-02-23
다인안다미로,제주특별자치도 제주시 애월읍 애월해안로 394,303.7,064-799-2602,기타,2021-02-23
다정이네곱창집,제주특별자치도 제주시 은남1길 17,43.3,,기타,2021-02-23
다찌,제주특별자치도 제주시 인다3길 8-2,94.16,,기타,2021-02-23
다함께야구펍,제주특별자치도 제주시 노연로 43,36.3,,기타,2021-02-23
다희연포르테,제주특별자치도 제주시 원노형6길 7 ,40.95,064-711-0707,기타,2021-02-23
단물,제주특별자치도 제주시 임항로 271,82.2,064-757-3376,기타,2021-02-23
단소,제주특별자치도 제주시 애월읍 애월로 139-4,142.31,,기타,2021-02-23
단수이카스테라인제주해안점,제주특별자치도 제주시 노형로 44,26.9,,기타,2021-02-23
단잠게스트하우스,제주특별자치도 제주시 한림읍 귀덕14길 56,62.03,,기타,2021-02-23
단정한까페,제주특별자치도 제주시 서광로28길 54,44.92,,기타,2021-02-23
달다,제주특별자치도 제주시 한림읍 한림로19길 7,140.2,,기타,2021-02-23
달램,제주특별자치도 제주시 삼봉로 87,68.98,,기타,2021-02-23
달력,제주특별자치도 제주시 애월읍 고내로9길 39,95.92,,기타,2021-02-23
달리식탁,제주특별자치도 제주시 구좌읍 종달로 60-9,27,,기타,2021-02-23
달맥,제주특별자치도 제주시 광양13길 6-2,63.6,,기타,2021-02-23
달밤솔숲에바람지나가는소리,제주특별자치도 제주시 전농로 113,96.2,064-758-1776,기타,2021-02-23
달보드레,제주특별자치도 제주시 조천읍 남조로 2528,82.5,,기타,2021-02-23
달봉,제주특별자치도 제주시 우도면 우도해안길 636,71.93,,기타,2021-02-23
달빛낙원,제주특별자치도 제주시 관덕로9길 11,82.64,,기타,2021-02-23
달빛소리,제주특별자치도 제주시 진군3길 17,58.7,,기타,2021-02-23
달빛제주,제주특별자치도 제주시 애월읍 애월해안로 929,96.96,,기타,2021-02-23
달빛주가본점,제주특별자치도 제주시 신대로16길 41,36,,기타,2021-02-23
달책빵,제주특별자치도 제주시 구좌읍 대수길 10-12,134.94,,기타,2021-02-23
달콤해,제주특별자치도 제주시 만덕로4길 4,75.84,,기타,2021-02-23
달품바다,제주특별자치도 제주시 구좌읍 월정1길 66-6,67.98,,기타,2021-02-23
달하우스,제주특별자치도 제주시 가령로4길 14,74.52,,기타,2021-02-23
닭도날드,제주특별자치도 제주시 진서로 16,51.08,,기타,2021-02-23
닭도리군,제주특별자치도 제주시 우정로15길 1,11.28,,기타,2021-02-23
닭도리신사,제주특별자치도 제주시 월랑로6길 23 ,104,,기타,2021-02-23
담다,제주특별자치도 제주시 한림읍 협재4길 8,100.38,,기타,2021-02-23
담담매운갈비연구소,제주특별자치도 제주시 연동8길 28,59.03,,기타,2021-02-23
담바다알작지점,제주특별자치도 제주시 테우해안로 44-1,93.6,064-711-4698,기타,2021-02-23
담뽀뽀,제주특별자치도 제주시 아란2길 56,33,,기타,2021-02-23
담소락,제주특별자치도 제주시 조천읍 함덕서1길 7-3,121.67,,기타,2021-02-23
담원집밥,제주특별자치도 제주시 진군길 19-2,32.8,,기타,2021-02-23
담이자카야,제주특별자치도 제주시 연동4길 36,128.83,,기타,2021-02-23
당근가게,제주특별자치도 제주시 서광로5길 4,34,,기타,2021-02-23
당근과깻잎,제주특별자치도 제주시 구좌읍 평대7길 24-3,73.07,,기타,2021-02-23
당근소주방,제주특별자치도 제주시 구좌읍 구좌로 33-6,82.07,,기타,2021-02-23
당나귀와댕댕이,제주특별자치도 제주시 구좌읍 일주동로 2664,72,,기타,2021-02-23
당당,제주특별자치도 제주시 애월읍 중엄안1길 25,98.4,,기타,2021-02-23
당오름가든,제주특별자치도 제주시 구좌읍 송당4길 10-1,73.92,,기타,2021-02-23
닻별,제주특별자치도 제주시 한림읍 금능길 89,65.32,,기타,2021-02-23
대가한양설렁탕,제주특별자치도 제주시 애월읍 항몽로 279,169.26,,기타,2021-02-23
대경이네횟집,제주특별자치도 제주시 연북로 550,144,,기타,2021-02-23
대구뽈찜앤코다리찜전문점,제주특별자치도 제주시 한경면 녹차분재로 624,81.18,,기타,2021-02-23
대굴대굴삼화점,제주특별자치도 제주시 삼봉로 85,95.52,,기타,2021-02-23
대독장제주본점,제주특별자치도 제주시 연북로 212,204.65,,기타,2021-02-23
대독장화북점,제주특별자치도 제주시 일주동로 87,215.8,,기타,2021-02-23
대마푸드,제주특별자치도 제주시 신설로 46,31.68,,기타,2021-02-23
대영수산직영회센타,제주특별자치도 제주시 구좌읍 구좌로 33-10,123.16,,기타,2021-02-23
대영한밥상,제주특별자치도 제주시 삼무로 68,57.75,064-747-9741,기타,2021-02-23
대중적한우,제주특별자치도 제주시 연삼로 541,106.85,,기타,2021-02-23
대패가1900삼화점,제주특별자치도 제주시 진남로8길 45,47.34,,기타,2021-02-23
대패가1900제주노형점,제주특별자치도 제주시 수덕7길 14,53.22,,기타,2021-02-23
대팽,제주특별자치도 제주시 도령로7길 32-2,64.16,,기타,2021-02-23
대포차,제주특별자치도 제주시 은남3길 30,71.42,,기타,2021-02-23
대풍미락정육식당1호점,제주특별자치도 제주시 조천읍 조함해안로 450,159.29,,기타,2021-02-23
대풍미락정육식당함덕본점,제주특별자치도 제주시 조천읍 조함해안로 450,292.23,,기타,2021-02-23
대한식당신시가지점,제주특별자치도 제주시 국기로 52,130.08,,기타,2021-02-23
대한식당연동점,제주특별자치도 제주시 삼무로 46,84.3,,기타,2021-02-23
대흘이,제주특별자치도 제주시 조천읍 중산간동로 700,62.24,,기타,2021-02-23
더갤러리,제주특별자치도 제주시 조천읍 남조로 1717-24,67,,기타,2021-02-23
더그레이스,제주특별자치도 제주시 한경면 낙수로 276,47.85,,기타,2021-02-23
더더,제주특별자치도 제주시 애월읍 엄장로 16,65.52,,기타,2021-02-23
더돌코롬카페,제주특별자치도 제주시 우정로 85,105.6,,기타,2021-02-23
더로그,제주특별자치도 제주시 산천단동3길 26,98.92,,기타,2021-02-23
더로맨틱내생에가장아름다운날들,제주특별자치도 제주시 조천읍 교래1길 26-1,55.6,,기타,2021-02-23
더바당카페,제주특별자치도 제주시 애월읍 애월해안로 232-1,59.5,,기타,2021-02-23
더삼화,제주특별자치도 제주시 화삼북로 68,40.48,,기타,2021-02-23
더스푼,제주특별자치도 제주시 구남동1길 45,95.96,,기타,2021-02-23
더시그니처,제주특별자치도 제주시 신광로 47,266.4,,기타,2021-02-23
더애월김치찌개전문점저지점,제주특별자치도 제주시 한경면 저지12길 99,158.42,064-772-1312,기타,2021-02-23
더우동,제주특별자치도 제주시 구남동4길 40,80.92,,기타,2021-02-23
더원골프,제주특별자치도 제주시 건주로4길 10-4,23.1,,기타,2021-02-23
더원앤바,제주특별자치도 제주시 사장3길 33,72.44,,기타,2021-02-23
더육정육식당,제주특별자치도 제주시 노형3길 3,192.66,,기타,2021-02-23
더제이드,제주특별자치도 제주시 관덕로15길 7-1,109.97,064-717-7000,기타,2021-02-23
더제이락푸드,제주특별자치도 제주시 삼무로 12,45.77,,기타,2021-02-23
더찬,제주특별자치도 제주시 신설로11길 7,63.96,,기타,2021-02-23
더치박스,제주특별자치도 제주시 달마루길 18,49.5,,기타,2021-02-23
더카이로스,제주특별자치도 제주시 애월읍 장유길 49-39,113.84,,기타,2021-02-23
더캐슬,제주특별자치도 제주시 삼무로3길 20,191.1,064-743-1020,기타,2021-02-23
더푸드하우스 제주국제공항 국제선점,제주특별자치도 제주시 공항로 2,120,,기타,2021-02-23
더플러스,제주특별자치도 제주시 서광로 173,33,,기타,2021-02-23
더행복한집,제주특별자치도 제주시 신광로 103,18.98,,기타,2021-02-23
더호박,제주특별자치도 제주시 애월읍 일주서로 6111,54.9,,기타,2021-02-23
덕제주담다,제주특별자치도 제주시 우령서로 73,178.6,,기타,2021-02-23
덕천연수원1,제주특별자치도 제주시 구좌읍 중산간동로 1941,252.33,064-782-9165,기타,2021-02-23
덮앤돈,제주특별자치도 제주시 중앙로 281,70.61,,기타,2021-02-23
도남시장초밥,제주특별자치도 제주시 신성로 91,23,,기타,2021-02-23
도도름,제주특별자치도 제주시 삼무로 36,228.74,064-712-3377,기타,2021-02-23
도두돌고래횟집,제주특별자치도 제주시 서해안로 264,237.52,064-747-5887,기타,2021-02-23
도두반점제주사수본점,제주특별자치도 제주시 서해안로 317,296.13,,기타,2021-02-23
도두올레식당,제주특별자치도 제주시 도두항서길 26,31.39,,기타,2021-02-23
도둑고양이,제주특별자치도 제주시 진군길 1-9 ,76.83,064-712-8070,기타,2021-02-23
도란도란,제주특별자치도 제주시 조천읍 신북로 213,85.95,,기타,2021-02-23
도련한우식육식당,제주특별자치도 제주시 삼봉로 211,130,064-726-5289,기타,2021-02-23
도르다이닝,제주특별자치도 제주시 인다2길 65,57.68,,기타,2021-02-23
도마도마,제주특별자치도 제주시 서해안로 512,224.26,,기타,2021-02-23
도마소리,제주특별자치도 제주시 애월읍 상가로1길 8,54.57,,기타,2021-02-23
도미노피자제주노형점,제주특별자치도 제주시 연북로 18,106.6,064-742-3087,기타,2021-02-23
도미노피자제주이도점,제주특별자치도 제주시 승천로 70,146.06,064-751-3084,기타,2021-02-23
도미노피자제주화북점,제주특별자치도 제주시 화삼로 19,114,064-759-3084,기타,2021-02-23
도민밥상,제주특별자치도 제주시 동성길 4,139.2,,기타,2021-02-23
도야족발외도점,제주특별자치도 제주시 우정로4길 4 ,40.8,,기타,2021-02-23
도어스,제주특별자치도 제주시 중앙로 237 ,64.54,064-758-6316,기타,2021-02-23
도쿄술집제주연동점,제주특별자치도 제주시 연동7길 38,372.44,,기타,2021-02-23
도토리키친본점,제주특별자치도 제주시 북성로 59,108.11,064-782-1021,기타,2021-02-23
도향,제주특별자치도 제주시 삼무로 56,254.76,,기타,2021-02-23
돈꿀꺽,제주특별자치도 제주시 애월읍 평화로 2187,117.22,,기타,2021-02-23
돈대표,제주특별자치도 제주시 조천읍 함덕로 20,82,064-782-1192,기타,2021-02-23
돈따발석쇠숯불고기,제주특별자치도 제주시 월랑로4길 13,39.6,,기타,2021-02-23
돈마니,제주특별자치도 제주시 월랑로10길 33,132.39,,기타,2021-02-23
돈배락정육식당,제주특별자치도 제주시 화삼북로4길 4,101.8,,기타,2021-02-23
돈빠,제주특별자치도 제주시 조천읍 신북로 584-6,93.49,,기타,2021-02-23
돈섬,제주특별자치도 제주시 남성로 42,87.6,,기타,2021-02-23
돈소금,제주특별자치도 제주시 고전길 19,98.77,,기타,2021-02-23
돈올레휴게소,제주특별자치도 제주시 우도면 우도로 315,23.14,,기타,2021-02-23
돈짝시청점,제주특별자치도 제주시 중앙로 260 ,165.1,064-772-3366,기타,2021-02-23
돈치킨노형점,제주특별자치도 제주시 노연로 28,100.54,,기타,2021-02-23
돈테일러익스프레스,제주특별자치도 제주시 신성로 19,117.57,,기타,2021-02-23
돈플라이,제주특별자치도 제주시 연동7길 20,140,,기타,2021-02-23
돈해상,제주특별자치도 제주시 한림읍 귀덕11길 39,317.19,,기타,2021-02-23
돌고래식당,제주특별자치도 제주시 한림읍 한림해안로 139,94.05,,기타,2021-02-23
돌담가집밥,제주특별자치도 제주시 정든로 64,105.18,064-723-9111,기타,2021-02-23
돌아온놀부네,제주특별자치도 제주시 도남로4길 28-1,101.93,,기타,2021-02-23
돌코롬허니,제주특별자치도 제주시 구좌읍 김녕로 110,33,,기타,2021-02-23
동경수산,제주특별자치도 제주시 신설로 55,24.84,,기타,2021-02-23
동광회센타,제주특별자치도 제주시 연삼로 544,141.9,064-757-2981,기타,2021-02-23
동구네편의점수산물,제주특별자치도 제주시 도두항서길 42 ,27.26,,기타,2021-02-23
동네분식,제주특별자치도 제주시 도남로12길 14,29.93,,기타,2021-02-23
