,alltag,contentsid,contentscd,title,address,roadaddress,tag,introduction,readcnt,likecnt,reviewcnt,markcnt,snssharecnt,schedulecnt,visitcnt,evelpt,latitude,longitude,phoneno,sbst,PHOTOSHARECOUNT,cate2cd,cate3cd,imgpath,thumbnailpath
1416,"카페,베이커리,한라봉마멀레이드,빵,쿠키,공용주차장,화장실,무료 WIFI,아주 어려움",CNTS_000000000020968,음식점,오끼416갤러리,제주특별자치도 서귀포시 남원읍 의귀리 416,제주특별자치도 서귀포시 남원읍 태수로358번길 3-1,"카페,베이커리,한라봉마멀레이드,빵,쿠키,음식","감귤 창고를 개조해서 만든 홈메이드 음료, 천연염색 갤러리카페",2239,0,0,1,0,0,0,,33.311317,126.72263,010-6263-6603,"남원읍 의귀리(옥귀) 416번지에 위치해 있어 ‘오끼416갤러리’라 이름 지어진 이곳은
감귤 돌창고를 개조해서 만들어 돌담으로 쌓아 만들었으며, 제주 전통 대문인 정낭도 볼 수 있다.
 
???????기존의 천연염색 전시 갤러리에서 카페와 공방을 겸하며, 카페에서 파는 홈메이드 음료의 베이스가 되는,
한라봉 마멀레이드, 말린 감귤칩 등을 직접 만들고, 빵과 쿠키를 직접 구워낸다.

???????또한 천연 염색 체험장을 함께 운영하여 4인 이상이 일일 체험 프로그램을 요청 시 천연염색 수업을 진행한다.
천연염색과 바느질 프로그램뿐만 아니라 펜션도 함께 운영되고 있다.",,카페,카페,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/52f6e969-3401-48a5-a2c4-69709b54aceb.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/6eedf430-2363-46dd-93c5-0b1b3d40722f.jpg
1417,"커플,친구,공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설,카드결제,현금결제,,영어,중국어,,단독접근가능,청각장애인 접근성,시각장애인 접근성,장애인 화장실,승강기,장애인 전용 주차장,쉬움,한식, 해물라면, 김치전, 막걸리, 고기국수, 햄버거, 치킨, 덮밥,어린이 출입가능,요청시 제공,가능",CNTS_200000000011383,음식점,포차,제주특별자치도 제주시 노형동 925,제주특별자치도 제주시 노연로 12,"커플,친구,음식,연어덮밥,모듬꼬치,해물파전,식당","모던한 감성이 살아 숨쉬는 포차는 세련되고 트렌디한 인테리어를 자랑한다. 제주 전경이 내려다 보이는 곳에서 치킨과 맥주, 파전 등 한국의 대표 안주와 주류를 즐겨보자.",897,0,0,0,1,0,0,0.0,33.4852786,126.4814609,064-907-1234,"제주 드림타워 복합리조트 내 그랜드 하얏트 제주 38층에 위치한포차는 모던한 감성이 살아 숨쉬며 세련되고 트렌디한 인테리어를 자랑한다. 제주 전경이 내려다 보이는 트렌디하고 특색있는 공간에서 현대적으로 재해석된 한국의 대표 안주 메뉴와 주류를 즐겨보자. 남녀노소 누구나 포차에서 색다른 다이닝 경험을 할 수 있다. 

Pocha is located on 38/F at Grand Hyatt Jeju in Jeju Dream Tower. Pocha is contemporary Korean alleyway dining, located high above Jeju. Join the neighborhood, grab a seat, enjoy the food, drink and have a good time out with family and friends. With an extensive selection of Jeju craft beers paired with authentic Korean comfort food, Pocha is perfect for anytime, first stop or last stop. Indulge for breakfast, lunch and dinner!",0.0,한식,한식,https://api.cdn.visitjeju.net/photomng/imgpath/202104/20/001bbfd3-af24-40d7-99b7-ab84155f1329.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202104/20/c4213c00-5976-4692-adb2-f4e6853adc60.jpg
1418,"한식,고등어조림,옥돔구이,돔베고기,무한리필,공용주차장,현금결제,카드결제,화장실",CNTS_000000000001301,음식점,거부한정식(신제주점),제주특별자치도 제주시 연동 262-39,제주특별자치도 제주시 제원4길 3,"한식,고등어조림,옥돔구이,돔베고기,무한리필,음식,정식",신제주에서 무한리필 한정식집을 찾는다면,2380,1,0,6,2,0,0,,33.486347,126.48893,064-744-4116,"제주만의 음식들을 무한리필로 먹을 수 있는 곳

공항과 근접하는 신제주에 위치한 거부한 정식은 무한리필을 할 수 있는 한정식 집이다. 
거부한 정식에는 고등어조림과 옥돔구이, 돔베고기를 주축으로 아이들이 좋아하는 감자튀김과 여러 반찬들이 함께 나온다.

식당 안으로는 테이블과 의자들이 넓게 펼쳐져 있고, 안쪽으로는 방으로 되어 있다.
단체 손님이 많이 찾는 곳으로 약 200명을 수용할 수 있다. 또한 가족들끼리 편하게 양껏 먹고 싶을 때 찾으면 좋다.
???????서귀포에도 거부한 정식 지점이 있지만 본점과는 메뉴 구성이 다르니, 미리 메뉴와 가격을 알아보는 것이 좋다.",,한식,한식,https://api.cdn.visitjeju.net/photomng/imgpath/201910/01/cdc5bf3e-2098-4043-8e52-3275958f888b.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201910/01/e4dfdb59-bf40-46e6-b9cb-ed28cf259346.jpg
1419,"카페,디저트,아이스크림,우유,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000018301,음식점,우유부단,제주특별자치도 제주시 한림읍 금악리 142-2,제주특별자치도 제주시 한림읍 금악동길 38,"카페,디저트,아이스크림,우유,음식,눈꽃우유빙수,밀크티",이시돌 목장에서 생산된 유기농 우유로 만든 유제품 디저트를 만날 수 있는 곳,20298,11,38,238,5,0,1,5.0,33.34764,126.32826,064-796-2033,"제주도 내 최대 유업목축지 이시돌목장에서 직접 생산된 우유로 만든 유제품 디저트 메뉴를 판매한다.
대표메뉴는 홍차 밀크티, 컵 또는 콘으로 즐길 수 있는 아이스크림이다.
밀크티와 유기농 우유를 에쁜 유리병에 담아 제공하여 테이크아웃, 선물로 좋아 제주의 추억을 담아갈 수 있는 기념품으로 그 역할을 톡톡히 한다.
카페 주변의 우유팩 모양의 예쁜 벤치와 푸른 목초지, 테쉬폰과 같은 조형물을 배경으로 웨딩촬영 등
기억에 남는 여행사진 촬영을 위해 많은 이들이 방문하고 있다.",51.0,카페,카페,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/19b30440-f6bb-4978-a861-6f3e85620083.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/3e416add-f614-4ce4-80ce-2a302ffae6f1.jpg
1420,"카페,브런치,디저트,커피,어린이 출입불가",CNTS_200000000008313,음식점,카페2085,제주특별자치도 제주시 조천읍 선흘리 2085,제주특별자치도 제주시 조천읍 선교로 185,"카페,브런치,디저트,커피,음식",통유리 건물이 예쁜 감성카페. ,1084,0,0,1,0,0,0,0.0,33.4727191,126.7061921,010-4228-1729,,0.0,카페,카페,https://api.cdn.visitjeju.net/photomng/imgpath/201903/05/e6e86a1b-f7c5-414f-a934-d1cf078ae530.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201903/05/0a3f7700-07fb-4b84-9d9d-4c208b89b317.JPG
1421,"흑돼지수제버거,수제버거,땅콩아이스크림,공용주차장,현금결제,카드결제,화장실,흡연구역",CNTS_000000000018578,음식점,하하호호(HAHAHOHO),제주특별자치도 제주시 우도면 연평리 859,제주특별자치도 제주시 우도면 우도해안길 532,"흑돼지수제버거,수제버거,땅콩아이스크림,음식,햄버거,아메리카노,감자튀김,에이드,레몬에이드,아이스크림","우도 북쪽, 우도 본연의 분위기가 살아있는 흑돼지 수제 햄버거집",16518,4,43,180,5,0,0,4.0,33.50332,126.95568,010-2899-1365,"하하호호는 하우목동항 북측에 위치한 간이음식점이다.
두툼한 흑돼지 패티위에 우도 땅콩이나 마늘칩이 뿌린 수제버거가 대표적인 메뉴로 성인남자가 배부를 정도인 1.5인분의 양이다.
야채 등의 재료를 아낌없이 넣어 양이 푸짐하여 많은 여행객의 호감을 얻고 있다.
인기메뉴인 제주딱새우버거는 매일 소량만 준비하여 못먹고 오는 경우도 있을 정도다.
땅콩아이스크림과 마늘아이스크림도 인기가 많다.
주문한 음식은 실내나 바다가 보이는 야외에서 즐길 수 있다. 우도의 마지막 배시간에 맞춰 마지막 주문 시간이 달라질 수 있다.",47.0,카페,카페,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/1372a88f-0fe3-4986-8b70-458d7d4fa45f.png,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/0bd06c2c-900d-4189-a4b4-61e6c568af6c.png
1422,"흑돼지,한식,향토음식,공용주차장,현금결제,카드결제,화장실,음료대",CNTS_000000000020558,음식점,흑돼지킹생구이전문점,제주특별자치도 제주시 연동 2313-4,제주특별자치도 제주시 도령로11길 26-9,"흑돼지,한식,향토음식,음식,흑돼지구이,양념갈비,갈비,된장찌개,김치찌개",흑돼지고기가 무한리필,3281,0,1,10,0,0,0,3.0,33.4929123,126.4877418,064-748-8577,"매장에 진열된 알록달록한 재료들의 쓰임새가 뭔고 하니, 모두 주먹밥에 들어가는 재료라고 한다. 고기는 또 얼마나 맛있는지. 적당히 촉촉하고 두툼한 고기와 여러가지 밑반찬, 밥 모두 무한리필이 가능하다. 사장님이 모든 음식을 혼자 하시는데, 음식 하나하나에서 정성이 느껴진다.

100% 예약제 운영이며 4인(1인당 25,000원) 이상 예약이 가능하다. 공항, 한라병원과 가깝고, 근처 유명 관광지로는 한라수목원, 용두암, 제주도민속자연사박물관 등이 있다.",5.0,한식,한식,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/9d1692c5-eab3-4f22-9fff-c65bb95de5e2.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/624d4445-1b1b-4526-b82b-7de7f41a3da8.jpg
1423,"선인장김치,감귤김치,김치,흑돼지,꿩,전골,꿩냉면,공용주차장,현금결제,카드결제,화장실",CNTS_000000000001443,음식점,옹포별장가든,제주특별자치도 제주시 한림읍 옹포리 314-2,제주특별자치도 제주시 한림읍 한림상로 24,"선인장김치,감귤김치,김치,흑돼지,꿩,전골,꿩냉면,음식,갈치구이,갈치조림,제주갈치조림,제주갈치구이,돔베고기,전복죽,전복버터구이",수려한 정원을 가진 옹포별장가든,1584,0,0,2,1,0,0,,33.40497,126.25798,064-796-3146,"개성 넘치는 김치를 먹어볼 수 있는 곳

한림읍에 위치한 옹포별장가든은 나무들이 아름답게 식재되어 있는 숲 안에 오랫동안 잘 가꾸어진 넓은 정원을 갖추고 있다.
역대 대통령들이 자주 찾았던 흑돼지 전문점으로, 상큼한 감귤 김치와 선인장 김치라는 독특한 반찬이 나와 손님들의 이목을 끈다.

선인장 김치는 97년도 음식경연대회에서 ""최우수상""을 받았으며,
감귤 김치는 2002년도 김치엑스포에서 ""대상""을 받은 경력이 있을 정도로 유명하고 인정받은 음식이다.

옹포별장가든의 메인 요리는 제주의 명물인 흑돼지고기와 꿩이고,취향에 따라 구워먹거나 전골로 먹는다.
후식으로는 선인장냉면과 꿩냉면, 그리고 꿩메밀국수를 맛볼 수 있다.",,한식,한식,https://api.cdn.visitjeju.net/photomng/imgpath/201910/01/aa951c75-63dc-424b-a56a-4ff13d254769.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201910/01/54d0cd82-2a7e-4fdd-ae54-e97fd9d12f77.jpg
1424,"해물뚝배기,순두부,한식,공용주차장,현금결제,카드결제,화장실,음료대,아주 어려움,착한가격 업소",CONT_000000000501366,음식점,좀녀마을뚝배기,제주특별자치도 제주시 연동 303-45,제주특별자치도 제주시 은남길 25,"해물뚝배기,순두부,한식,음식,순두부찌개,성게국",공항근처에 위치한 향토음식전문점,3952,0,0,35,0,0,0,,33.48737,126.495964,064-745-3535,"뜨끈하고 시원한 국물의 해물뚝배기가 맛있는 집이다.
아침식사가 가능하고, 단체석이 마련되어 있다.",,향토음식,향토음식,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/1a33491c-7726-40c4-acb2-b0d8585bdf36.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/166e1e11-5791-4481-92d5-5585f95ec235.jpg
1425,"음료, 카페, 커피, 에그타르트, 아이스티",CNTS_200000000008044,음식점,아줄레주,제주특별자치도 서귀포시 성산읍 신풍리 627,제주특별자치도 서귀포시 성산읍 신풍하동로19번길 59,"음료,카페,커피,에그타르트,아이스티,음식,아메리카노,수제청","에그타르트로 유명한 유럽풍의 카페
",2494,3,0,15,1,0,0,0.0,33.366762,126.8391336,010-2542-7278,"생소한 이름의 ‘아줄레주’는 본래 포르투갈어로 타일이라는 의미를 가지고 있다. 이름에 걸맞게 카페 입구 양옆은 타일로 장식되어 이국적은 느낌을 들게 한다.

네 종류의 따뜻한 커피와 아이스커피가 있으며 대표 메뉴로는 제주의 제철 과일을 이용한 아이스티와 에이드가 있다. 
",0.0,카페,카페,https://api.cdn.visitjeju.net/photomng/imgpath/201812/20/b81af065-887e-46c7-913b-aca165e05107.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201812/20/aad3722a-cdc2-4c19-8530-f5988e098803.JPG
1426,"카페,커피,케이크,샌드위치,요거트,화장실,무료 WIFI",CNTS_000000000022259,음식점,로스터리카페 담담,제주시 한경면 저지리 3263-2,제주시 한경면 저지12길 60,"카페,커피,케이크,샌드위치,요거트,음식,아메리카노,핸드드립커피,디저트,面包,오미자주스",조용한 분위기와 다양한 책도 즐기실 수 있는 핸드드립커피 전문점,1242,0,0,2,0,0,0,,33.339027,126.262566,064-773-5932,"제주시 한경면 저지리,
저지문화예술인마을, 제주현대미술관 인근에 위치한 로스터리카페 '담담'

깔끔한 건물 외부, 작은 공간이지만 시야가 탁 트여 넓어보이는 실내공간
뷰포인트가 좋다.






?

??



??




메뉴소개

커피
케나AA, 킬리만자로, 예가체프, 모카하라, PNG블루마운틴, 과테말라, 담담블랜드, 따라주,
만델링, 인도몬순말라바르, 카페카푸치노(라떼), 유자아이스커피, 캐러멜마끼아토

음료
밀크티, 모과차, 솔잎효소차, 핫초콜렛, 오미자차(에이드), 홈메이드 요거트

오늘의 케잌
당근케잌, 생강케잌, 브라우니

빵
감자샐러드 샌드위치


아이스주문시 추가요금이 발생한다.
원두 본연의 맛을 느낄수 있는 로스터리 카페 '담담'이다.
???????


?

?

??",,카페,카페,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/5d7e5862-6946-4f40-8034-73327b1c5e48.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/4a72480b-8c4f-4850-9a85-b1edbf447c85.jpg
1427,"회,횟집,방어,자연산,현금결제,카드결제,화장실,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000020102,음식점,용림식당,제주특별자치도 서귀포시 안덕면 사계리 2032-24,제주특별자치도 서귀포시 안덕면 사계남로 170-1,"회,횟집,방어,자연산,음식,해산물,다금바리,광어회,고등어조림,전복죽","서귀포 안덕면, 사계항 가까이에 자리한 횟집으로 싱싱한 해산물로 조리되는 덮밥, 갈치조림도 유명",1933,0,1,1,2,0,0,5.0,33.2284388,126.3080954,064-794-3652,"형제섬 근해에서 낚시로 잡은 자연산 횟감으로만 전 메뉴를 준비하는 서귀포의 맛집이다.
'한국인의밥상'이라는 TV 음식프로그램에 소개된 이후, 제주의 방어를 맛보기 위해서 몰리는 관광객들과 도민들의 발길이 끊이지 않는 곳이기도 하다.
넓은 홀이 구비되어 있어 단체객들이 식사하기에도 안성맞춤이다.",1.0,일식,일식,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/19119bf0-a3d1-48a6-a320-8c942609d996.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/2fcf57ea-0e9b-4bc7-81f8-1f53e1163952.jpg
1428,"횟집,벵어돔,고등어회,일식,현금결제,카드결제,화장실,무료 WIFI",CNTS_000000000022492,음식점,경주네횟집,제주특별자치도 제주시 연동 265-3,제주특별자치도 제주시 연동6길 28,"다금바리,물회,회국수,회덮밥,회,갈치회,고등어회,한치물회,광어회,한치회,전복물회,방어회,참돔회,음식,한치,방어",제주시내에 위치한 횟집,1565,0,0,1,0,0,0,,33.483482,126.489006,064-747-5887,"공항근처에 위치한 횟집으로 이동이 편리하고, 신선한 회를 즐길 수 있다.",,일식,일식,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/2b7a6ff5-7d59-40ad-86eb-52ad00d050c8.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/970ab2f5-0cd2-4cda-895c-9f95d7966b2d.jpg
1429,"흑돼지,참숯구이,한식,공용주차장,현금결제,카드결제,화장실,음료대,유도 및 안내시설,경보 및 피난시설",CNTS_000000000020372,음식점,새벽숯불가든,제주특별자치도 서귀포시 성산읍 오조리 458,제주특별자치도 서귀포시 성산읍 일주동로 4036,"흑돼지,참숯구이,한식,음식,흑돼지구이,돼지구이,오겹살,목살",섭지코지에서 맛보는 흑돼지구이,1729,0,1,7,0,0,0,5.0,33.467613,126.906715,064-783-9589,"직접 농장에서 기른 흑돼지를 강원도에서 공수한 참숯에서 구워 먹는 곳

섭지코지 인근에 위치한 새벽숯불가든은 사장님이 직접 흑돼지 농장을 운영하고 있는 곳이다.
단, 하루에 두 마리만 잡기 때문에 예약해서 가는 것을 추천하며
단체로 방문하는 경우에는 무료 픽업 서비스도 제공되므로 미리 연락을 취하면 편리하다.

이곳은 고기 품질에 대한 자부심만큼이나 참숯에 대한 자부심도 높다.
좋은 숯은 고기의 풍미를 더해주기 때문에, 이곳에서는 강원도에서 공수한 참숯만을 고집하여 사용하고 있다.

새벽숯불가든은 현재 제주 성산을 본점으로 하여 부산, 서울 강북, 경기 남양주에서도 분점이 운영되고 있다.
또한, 고기를 택배로도 배송하고 있어 제주에서 직접 기른 흑돼지를 전국 곳곳에서 맛볼 수 있다.",2.0,한식,한식,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/fa271d7d-0624-492b-8b23-1323205af84b.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/8fdc6450-bbcd-4169-90fc-1529ea3b99ca.jpg
1430,"떡볶이,돈까스,문어덮밥,샐러드우동,모둠튀김",CNTS_000000000022581,음식점,아톰스낵,제주특별자치도 제주시 구좌읍 세화리 1368,제주특별자치도 제주시 구좌읍 구좌로 91,"떡볶이,돈까스,문어덮밥,샐러드우동,모둠튀김,음식,덮밥,불고기,만두,샐러드,우동",복고풍의 아담하고 귀여운 스낵바,1292,0,1,3,0,0,0,5.0,33.5215562,126.8607473,--,"매장안에 추억을 부르는 소품들이 곳곳에 가득하다. 식탁과 의자는 초등학교에나 있을 법한 책상과 의자이고, 벽에 붙은 포스터를 보는 재미가 쏠쏠하다. 대표메뉴는 직접 숙성시킨 장으로 만든 매콤달달한 아톰떡볶이. 떡볶이와 돈까스 모두 좋아하는 사람들을 위해 두 가지를 섞은 '수제돈까스떡볶이'라는 메뉴도 있다. 샐러드우동, 문어덮밥, 모듬튀김 등도 인기있는 메뉴이다. 오후 7시에 영업을 마감하나, 마지막 주문은 오후 6시 30분까지 가능하다.",3.0,한식,한식,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/246da5d4-11fa-488c-8fe9-5d60786e42df.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/f444983d-b9b7-4199-8d23-262115fa8068.jpg
1431,"카페,지오푸드,쑥식빵,공용주차장,현금결제,카드결제,화장실,흡연구역,유도 및 안내시설,경보 및 피난시설,지오브랜드",CNTS_000000000019338,음식점,카페코지,제주특별자치도 서귀포시 성산읍 성산리 363-5,제주특별자치도 서귀포시 성산읍 한도로 200,"카페,지오푸드,쑥식빵,음식,빵,아메리카노,에스프레소,카페라떼,디저트,바닐라라떼",성산에 위치한 커피와 빵을 파는 베이커리카페 카페코지입니다.,3458,0,1,8,0,0,0,5.0,33.4682078,126.9292431,064-784-1005,"?
??



제주 지질(GEO,지오)를 테마로 만든 음식인 지오푸드.

제주관광공사에서 만든 브랜드이다.

성산-오조 지질트레일 코스에 있는 카페코지는 지오푸드를 판매하는 곳인데

그 중 카페코지 쑥식빵이 유명하다.






?



??




?",,카페,카페,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/a96cf701-e109-4ae7-acd2-51961a046d6a.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/220135cd-b9e0-4fd0-86bb-a2ace66af9b0.jpg
1432,"국밥,짬뽕국밥,청국장,현금결제,카드결제,화장실,아주 어려움",CNTS_000000000021403,음식점,세가름,제주특별자치도 제주시 한경면 신창리 151-2,제주특별자치도 제주시 한경면 신한로 20,"국밥,짬뽕국밥,청국장,음식,순두부찌개,순대국밥,고기국수",청국장이 유명한 국밥집,1083,0,0,0,0,0,0,,33.34942,126.18502,064-772-7079,"세가름 국밥집에서 푸짐한 한그릇

세가름은 국밥류의 음식을 판매하는 음식점이다.
관광객들도 찾지만 도민들이 많이 찾는 곳으로, 손님이 꽉 차 대기를 하는 경우도 있는 인기 식당이다. 
순대, 내장 등이 들어간 짬뽕국밥과 정겨운 맛을 내는 청국장 등이 인기 메뉴이다.
만원이 넘지 않는 가격에 깔끔한 밑반찬들, 푸짐한 양의 국밥과 함께 배를 든든하게 채울 수 있다.

일반 국밥집과 비슷하게 화려하진 않지만 인테리어와 아기자기한 소품들이 아늑하고 따뜻한 커피숍 같은 분위기를 풍긴다. 
야외테이블도 있어 소박하게 꾸며진 야외 정원을 바라보며 식사할 수 있다.
홀로 이곳을 찾은 사람들을 위한 1인 테이블도 마련되어 있기 때문에 혼자서도 편하게 식사를 즐길 수 있을 것이다.
깔끔하고 자연스러운 맛의 국밥과 아기자기하면서 소박한 분위기의 식당을 찾는다면 이곳에서 만족스러운 식사를 하고 좋은 기분으로 발걸음을 옮길 수 있을 것이다.",,한식,한식,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/eace2004-3dc7-4049-b51f-ec54708ee809.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/40266166-426b-4ba2-89e5-9c26cb38feb0.jpg
1433,"흑돼지,초벌구이,전복뚝배기,냉면,한식",CNTS_000000000001297,음식점,흑돼지촌,제주특별자치도 제주시 한림읍 동명리 1858,제주특별자치도 제주시 한림읍 한림상로 62,"흑돼지,초벌구이,전복뚝배기,냉면,한식,음식,흑돼지구이,가브리살,김치찌개",흑돼지 연탄구이 전문점,2600,0,1,10,2,0,0,5.0,33.406563,126.261604,064-796-9981,"흑돼지촌은 협재해수욕장, 금능해수욕장과 가까워서 협재맛집, 금능맛집으로 불린다.

흑돼지촌에서는 연탄으로 한번 초벌구이가 된 상태에서 고기가 나오기 때문에 손님들이 고기를 굽는 시간이 짧다. 이곳의 특제 철판에 두툼한 흑돼지오겹살, 김치, 고사리, 콩나물을 같이 올려 구워먹으면 나물에 고기기름이 스며들어 고소하면서도 아삭하다. 후에 나오는 볶음밥은 또 어찌나 맛있는지. 고기 외의 메뉴로는 시원한 물냉면, 매콤한 비빔냉면, 전복뚝배기가 있다.",5.0,한식,한식,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/b4933bdd-8678-4061-a5d8-34962bb0a6a0.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/f5bbc0cb-d231-496a-8bfe-c576a161e100.jpg
1434,"분식, 월정, 음식",CNTS_200000000009869,음식점,방긋스낵,제주특별자치도 제주시 구좌읍 행원리 1537-21,제주특별자치도 제주시 구좌읍 행원로1길 32-5,"분식,월정,음식,해물라면,떡볶이,즉석떡볶이,식당,라면",월정리 해변은 바다색이 유난히 투명해 사계절 관광객 발길이 끊이지 않는다. 그곳에 바다만큼 특별함을 담고 있는 떡볶이 집이 있다. 이름부터 미소를 짓게 만드는 방긋스낵이다.,1046,2,0,5,2,0,0,0.0,33.5340986,126.7954364,010-4195-0884,"월정리 해변은 바다색이 유난히 투명해 사계절 관광객 발길이 끊이지 않는다. 그곳에 바다만큼 특별함을 담고 있는 떡볶이 집이 있다. 이름부터 미소를 짓게 만드는 방긋스낵이다.

이곳의 대표 메뉴는 어릴 때부터 즐겨 먹었다는 주인장 어머니의 비법이 담긴 소스 떡볶이와 한치튀김이다. 주인이 직접 만든 특제 소스를 넣어 보글보글 끓여 먹는 즉석떡볶이는 만두, 김말이튀김, 쫄면 사리, 오뎅과 떡 등 다양한 재료가 더해진다. 매워도 자꾸만 찾게 만드는 중독성 강한 별미다. 여기에 특별한 재료가 하나 더 들어가는데 바로 통째로 올라가는 문어와 딱새우이다. 먹음직스러워 보이는 문어를 어떻게 먹어야 할지 고민할 필요는 없다. 국물이 끓기 시작할 때 가위와 집게를 잡고 자르면 끝. 떡볶이 소스에 곁들여 먹으면 진한 문어 맛을 느낄 수 있다. 딱새우도 떡볶이 소스와 잘 어울린다. 딱딱한 새우껍질을 가위로 자른 후 소스를 듬뿍 찍어 먹어보자. 자꾸만 손이 갈 정도로 중독성 있는 맛이다. 떡볶이 한 그릇에 들어가는 재료가 다양한 만큼 푸짐함은 기본이고 골라 먹는 재미까지 챙길 수 있다. 한치튀김 역시 필수 주문 메뉴이다. 튀김옷을 입혀 바삭하게 튀겨내는데 쫄깃하게 씹히는 한치튀김은 매운 떡볶이 맛을 진정시키는 역할을 톡톡히 해낸다. 매콤한 국물만큼이나 매력적인 것이 있다면 바로 정면에 보이는 월정리 해변이다. 한쪽 벽면이 통유리로 이루어져 아름다운 해변 풍경이 한눈에 들어온다. 시원한 바다를 바라보며 매콤한 떡볶이를 한입, 두 입 먹다 보면 여행의 즐거움이 급상승한다. ",0.0,한식,한식,https://api.cdn.visitjeju.net/photomng/imgpath/202002/21/273e48e7-043d-4241-b022-83f9a112dfda.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202002/21/8b49249f-a99b-426e-b425-9dc13ff5eac9.jpg
1435,"한우물회,육회비빔밥,갈비찜,떡갈비,공용주차장",CNTS_200000000007154,음식점,하누가물애,제주특별자치도 제주시 조천읍 함덕리 3375,제주특별자치도 제주시 조천읍 신북로 409,"한우물회,육회비빔밥,갈비찜,떡갈비,음식,문어숙회,문어,육회,파스타,피자,물회",함덕에서 만나는 경주 함양집,1222,0,0,3,0,0,0,0.0,33.5440694,126.6541979,064-784-6947,,0.0,한식,한식,https://api.cdn.visitjeju.net/photomng/imgpath/201807/04/438e0054-4735-4aa3-9276-465f96ec36bb.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201807/04/c7299519-bb59-4e83-b982-7e410e9f9de3.JPG
1436,"커피,차,생과일에이드,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설",CNTS_000000000020353,음식점,이성필 커피볶는집,제주특별자치도 제주시 이도2동 광양8길 1,제주특별자치도 제주시 이도2동 광양8길 1,"커피,차,생과일에이드,음식,핸드드립커피,아메리카노,카페라떼,바닐라라떼,카푸치노",정성스러운 커피 한 잔,816,0,1,2,0,0,0,5.0,33.499733,126.52797,064-757-4815,"제주 시청 바로 맞은편에 위치하여 찾기가 쉽다. 왠지 안에 들어가면 포근할 것 같아 저도 모르는 새 카페문을 열고 있을지도 모른다. 이곳의 주인은 바리스타라 직접 커피콩을 선별하여 볶고 서빙까지 한다. 정성이 묻어나서 그런가, 커피 맛과 향이 더 풍부하게 느껴진다. 생과일에이드나 차를 주문할 수도 있다. 편하게 앉아 여유롭게 커피 한 잔과 디저트를 즐기며 여독을 풀어보자.",3.0,카페,카페,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/7b45ef71-d620-4a80-99b9-66d951ba66e7.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/788f10f8-e24f-42ff-ac15-f77d5c583e13.jpg
